Open;High;Low;Close;Volume;NextClose
138.620;138.860;138.520;138.630;7189;138.840
138.630;138.930;138.580;138.840;6262;138.970
138.840;139.140;138.750;138.970;11819;139.220
138.980;139.340;138.920;139.220;11759;139.160
139.220;139.230;138.940;139.160;10861;139.310
139.160;139.370;139.110;139.310;5413;139.090
139.310;139.310;139.060;139.090;5040;139.330
139.090;139.360;138.860;139.330;8227;139.360
139.330;139.540;139.110;139.360;11727;139.490
139.380;139.570;139.310;139.490;11507;139.660
139.490;139.730;139.260;139.660;11221;139.670
139.660;139.720;139.570;139.670;5150;139.570
139.680;139.750;139.460;139.570;5325;139.700
139.570;139.740;139.480;139.700;5423;139.940
139.700;140.240;139.700;139.940;11187;139.520
139.950;140.120;139.390;139.520;11938;139.060
139.510;139.510;139.010;139.060;11560;138.900
139.050;139.080;138.850;138.900;6451;138.880
138.890;139.000;138.650;138.880;6896;138.760
138.880;138.950;138.650;138.760;5917;138.480
138.750;138.850;138.250;138.480;11124;138.040
138.480;138.540;138.020;138.040;12172;137.560
138.040;138.110;137.280;137.560;14006;137.270
137.560;137.630;137.140;137.270;6794;137.130
137.270;137.440;136.690;137.130;8583;137.150
137.120;137.220;137.020;137.150;8042;136.860
137.160;137.250;136.480;136.860;13943;136.710
136.850;137.410;136.660;136.710;15884;135.880
136.710;136.810;135.860;135.880;15533;136.760
135.870;136.770;135.870;136.760;7684;136.330
136.550;136.650;136.210;136.330;8152;136.290
136.320;136.450;136.220;136.290;6892;136.920
136.290;137.120;136.280;136.920;11640;136.570
136.930;136.930;136.400;136.570;11859;136.750
136.570;137.100;136.570;136.750;10894;136.560
136.760;136.870;136.420;136.560;5939;136.720
136.550;136.830;136.490;136.720;7197;137.230
136.720;137.270;136.620;137.230;8380;137.150
137.230;137.430;137.060;137.150;11354;137.420
137.140;137.710;136.970;137.420;12558;137.750
137.430;138.380;136.930;137.750;16674;137.930
137.740;138.000;137.690;137.930;7293;137.660
137.940;138.060;137.620;137.660;7388;137.680
137.660;137.700;137.330;137.680;7772;137.910
137.680;138.050;137.510;137.910;11897;137.360
137.920;138.110;137.230;137.360;13686;137.330
137.350;137.560;136.770;137.330;13717;137.340
137.320;137.410;137.250;137.340;5206;137.820
137.330;137.890;137.320;137.820;6982;137.760
137.830;138.000;137.740;137.760;6165;137.520
137.760;137.900;137.420;137.520;9799;136.530
137.510;137.510;136.410;136.530;14885;136.770
136.520;136.870;135.960;136.770;13852;136.880
136.770;136.950;136.750;136.880;5274;136.640
136.880;136.930;136.530;136.640;7056;136.830
136.640;136.860;136.570;136.830;6060;135.590
136.820;136.820;135.360;135.590;12933;136.180
135.590;136.260;135.310;136.180;13296;136.060
136.180;136.420;136.000;136.060;12566;136.300
136.050;136.350;136.030;136.300;4656;136.130
136.150;136.290;136.060;136.130;4542;135.900
136.120;136.160;135.780;135.900;4753;136.190
135.900;136.310;135.810;136.190;7278;135.930
136.190;136.290;135.890;135.930;6597;135.970
135.930;136.110;135.810;135.970;6224;135.960
135.970;136.000;135.930;135.960;2854;136.200
135.960;136.270;135.880;136.200;6018;136.510
136.210;136.610;136.160;136.510;6449;136.450
136.520;136.810;136.390;136.450;11222;136.570
136.450;136.750;136.340;136.570;11815;137.640
136.580;137.740;136.460;137.640;12835;137.580
137.630;137.770;137.550;137.580;5102;137.660
137.580;137.740;137.560;137.660;5154;137.510
137.660;137.800;137.510;137.510;5407;137.260
137.510;137.870;137.260;137.260;11235;136.980
137.260;137.360;136.940;136.980;12183;136.150
136.970;137.010;135.980;136.150;13554;136.000
136.160;136.170;135.860;136.000;7032;135.630
135.990;136.120;135.580;135.630;6882;135.910
135.630;135.930;135.630;135.910;5522;135.820
135.920;135.930;135.390;135.820;12738;136.300
135.820;136.530;135.470;136.300;12675;136.170
136.300;136.390;135.560;136.170;13341;134.920
136.160;136.210;134.830;134.920;9277;134.850
134.930;135.080;134.440;134.850;11186;134.670
134.840;134.940;134.550;134.670;6464;134.920
134.670;135.140;134.580;134.920;11590;135.050
134.920;135.430;134.880;135.050;11400;135.820
135.050;135.940;134.830;135.820;12522;136.100
135.830;136.160;135.760;136.100;5050;136.460
136.130;136.470;136.020;136.460;5758;136.200
136.460;136.530;136.140;136.200;4678;136.060
136.180;136.350;135.920;136.060;9610;136.080
136.060;136.310;135.870;136.080;10346;135.870
136.080;136.080;135.740;135.870;9808;135.990
135.870;136.100;135.870;135.990;3778;136.110
136.000;136.120;135.890;136.110;5751;136.250
136.110;136.360;136.030;136.250;5422;136.000
136.250;136.900;135.980;136.000;13360;135.620
135.990;136.050;135.380;135.620;12351;135.220
135.600;135.780;135.000;135.220;13779;135.130
135.220;135.290;134.960;135.130;5603;135.380
135.130;135.490;135.020;135.380;5517;135.360
135.390;135.490;135.270;135.360;4654;135.540
135.360;135.700;135.120;135.540;11113;135.680
135.560;135.790;135.340;135.680;11365;135.460
135.680;136.250;135.360;135.460;14150;135.370
135.450;135.450;135.170;135.370;5329;134.820
135.370;135.460;134.770;134.820;6511;134.730
134.810;134.870;134.510;134.730;7547;134.980
134.720;135.160;134.620;134.980;11399;135.010
134.990;135.100;134.580;135.010;12376;135.610
135.010;135.620;134.660;135.610;13276;135.390
135.630;135.700;135.380;135.390;6575;135.750
135.380;135.940;135.300;135.750;7116;135.750
135.760;136.020;135.730;135.750;6739;136.060
135.750;136.260;135.510;136.060;11824;135.870
136.070;136.130;135.500;135.870;11584;136.250
135.860;136.820;135.580;136.250;14344;136.300
136.250;136.330;136.110;136.300;4221;136.040
136.220;136.490;135.910;136.040;7917;135.970
136.030;136.170;135.850;135.970;4644;135.930
135.970;136.540;135.870;135.930;10931;135.080
135.930;136.010;135.060;135.080;13249;135.570
135.080;135.600;134.600;135.570;12698;135.680
135.570;135.790;135.460;135.680;4762;135.380
135.670;135.750;135.210;135.380;5268;135.160
135.380;135.450;135.120;135.160;6082;135.270
135.160;135.380;134.350;135.270;12369;135.450
135.280;135.980;135.200;135.450;13917;136.130
135.450;136.200;135.140;136.130;12425;136.090
136.140;136.170;135.930;136.090;5517;136.360
136.080;136.510;136.070;136.360;7295;136.270
136.370;136.530;136.200;136.270;5711;136.230
136.280;136.620;135.920;136.230;11592;136.500
136.220;136.730;136.060;136.500;12881;137.200
136.530;137.340;136.250;137.200;13232;136.940
137.200;137.220;136.900;136.940;5473;136.940
136.940;137.110;136.890;136.940;5464;136.540
136.930;136.950;136.460;136.540;6626;136.730
136.540;136.830;136.330;136.730;10002;136.370
136.730;136.930;136.240;136.370;12018;135.620
136.350;136.440;135.510;135.620;13620;135.790
135.610;135.920;135.560;135.790;4771;135.910
135.790;135.960;135.710;135.910;4371;135.830
135.910;136.010;135.680;135.830;4946;135.870
135.830;136.060;135.720;135.870;8322;135.670
135.880;135.940;135.300;135.670;10801;136.120
135.660;136.280;135.620;136.120;9674;136.190
136.120;136.250;136.060;136.190;3400;136.820
136.410;136.880;136.230;136.820;6381;136.760
136.820;136.900;136.680;136.760;3772;136.470
136.760;137.030;136.370;136.470;6554;136.730
136.460;136.900;136.390;136.730;6012;136.280
136.730;136.730;136.050;136.280;6991;136.270
136.280;136.390;136.220;136.270;2545;136.110
136.260;136.290;136.060;136.110;4197;136.060
136.110;136.340;135.990;136.060;4480;135.690
136.030;136.270;135.670;135.690;8033;135.750
135.690;135.790;135.370;135.750;7510;135.970
135.760;136.150;135.630;135.970;6685;136.010
135.980;136.060;135.860;136.010;3593;135.960
136.010;136.120;135.870;135.960;3809;135.820
135.950;136.040;135.820;135.820;3198;135.820
135.820;135.930;135.440;135.820;7220;136.130
135.820;136.300;135.770;136.130;6737;136.410
136.130;136.780;136.130;136.410;7619;136.540
136.420;136.640;136.390;136.540;3566;136.410
136.540;136.540;136.280;136.410;3859;136.360
136.400;136.470;136.290;136.360;3120;136.510
136.350;136.670;136.200;136.510;5377;136.360
136.520;136.850;136.250;136.360;7545;136.650
136.360;136.810;136.360;136.650;7540;136.760
136.660;136.790;136.630;136.760;3202;136.790
136.760;136.880;136.690;136.790;3370;137.050
136.790;137.050;136.790;137.050;3981;137.750
137.060;137.950;136.870;137.750;8732;137.480
137.750;137.850;137.350;137.480;8629;137.560
137.480;137.750;137.270;137.560;8559;137.670
137.570;137.680;137.530;137.670;2394;137.400
137.600;137.740;137.350;137.400;3952;137.500
137.390;137.510;137.260;137.500;3723;137.030
137.500;137.590;137.000;137.030;7912;136.850
137.030;137.270;136.820;136.850;8623;136.720
136.840;136.850;136.390;136.720;7147;136.710
136.710;136.790;136.650;136.710;3375;136.830
136.720;136.860;136.580;136.830;4278;136.830
136.830;137.000;136.820;136.830;4006;136.870
136.830;137.030;136.570;136.870;7361;137.580
136.870;137.690;136.870;137.580;8241;137.560
137.580;137.750;137.160;137.560;9929;137.610
137.550;137.810;137.430;137.610;5206;137.680
137.620;137.750;137.620;137.680;3246;137.870
137.690;137.890;137.680;137.870;4122;137.870
137.870;138.160;137.590;137.870;9738;137.490
137.880;137.920;137.380;137.490;9093;137.510
137.480;137.770;137.260;137.510;7741;137.350
137.520;137.530;137.310;137.350;3100;137.250
137.350;137.400;137.110;137.250;4560;136.820
137.240;137.270;136.670;136.820;6047;136.840
136.810;136.940;136.470;136.840;8245;136.610
136.850;136.930;136.550;136.610;8499;136.190
136.610;136.670;135.860;136.190;9202;136.080
136.190;136.220;135.970;136.080;3738;136.180
136.070;136.210;136.040;136.180;3905;136.140
136.190;136.260;135.990;136.140;3672;135.710
136.130;136.250;135.590;135.710;8593;135.160
135.710;135.740;135.070;135.160;10533;135.340
135.150;135.430;135.030;135.340;7533;135.300
135.350;135.800;135.290;135.300;2033;135.170
135.170;135.320;135.090;135.170;2806;135.050
135.180;135.220;135.030;135.050;3348;135.260
135.050;135.450;134.980;135.260;6167;135.230
135.270;135.330;134.630;135.230;9298;135.420
135.220;135.660;135.100;135.420;7655;135.570
135.420;135.660;135.420;135.570;2789;135.530
135.570;135.680;135.400;135.530;3777;135.190
135.530;135.610;135.180;135.190;3463;135.040
135.180;135.320;135.020;135.040;7980;135.320
135.050;135.600;134.760;135.320;11221;134.880
135.330;135.620;134.810;134.880;9791;134.900
134.870;135.140;134.870;134.900;4279;134.640
134.900;134.920;134.450;134.640;5648;134.300
134.630;134.680;134.060;134.300;6840;133.590
134.300;134.440;133.450;133.590;12101;133.570
133.580;133.770;133.320;133.570;10697;133.370
133.560;133.630;133.230;133.370;8775;133.270
133.360;133.370;133.050;133.270;4602;133.270
133.270;133.450;133.220;133.270;3690;133.190
133.280;133.400;132.830;133.190;5355;133.600
133.190;133.640;133.140;133.600;9470;133.560
133.600;133.690;133.190;133.560;10045;132.900
133.560;133.850;132.780;132.900;11333;132.710
132.890;133.080;132.670;132.710;4898;133.290
132.710;133.310;132.710;133.290;5040;133.350
133.290;133.520;133.210;133.350;4009;133.740
133.350;133.930;133.240;133.740;9408;133.900
133.740;134.160;133.460;133.900;10942;134.000
133.910;134.190;133.770;134.000;8172;134.130
134.000;134.240;133.970;134.130;2434;134.210
134.730;134.780;134.180;134.210;5095;134.440
134.200;134.450;134.200;134.440;3958;134.720
134.450;135.040;134.350;134.720;8382;134.460
134.730;134.910;134.370;134.460;8142;134.580
134.460;134.770;134.360;134.580;7164;134.740
134.590;134.820;134.570;134.740;2980;134.750
134.750;134.910;134.700;134.750;2977;135.030
134.740;135.050;134.720;135.030;3283;134.740
135.030;135.350;134.530;134.740;10350;134.430
134.740;134.890;134.380;134.430;7569;134.090
134.430;134.560;133.950;134.090;8879;134.180
134.090;134.200;134.050;134.180;3155;134.020
134.190;134.370;133.980;134.020;5027;134.080
134.020;134.130;133.840;134.080;4776;134.640
134.090;134.710;133.930;134.640;8681;135.110
134.650;135.160;134.580;135.110;8926;135.320
135.110;135.460;135.040;135.320;9865;135.060
135.320;135.340;135.050;135.060;3928;135.060
135.060;135.590;135.030;135.060;5187;135.120
135.060;135.170;134.950;135.120;4190;135.040
135.110;135.130;134.760;135.040;8113;135.140
135.030;135.190;134.600;135.140;7677;135.680
135.150;135.860;134.910;135.680;9961;135.830
135.680;135.890;135.620;135.830;3636;135.700
135.830;135.890;135.680;135.700;2726;135.690
135.700;135.800;135.640;135.690;2475;135.460
135.680;135.680;135.440;135.460;3487;134.870
135.450;135.670;134.840;134.870;13201;134.840
134.870;134.910;134.740;134.840;5666;135.020
134.840;135.030;134.820;135.020;1608;135.300
134.900;135.370;134.880;135.300;4774;134.990
135.300;135.300;134.980;134.990;2858;134.720
134.990;134.990;134.630;134.720;5054;135.220
134.720;135.270;134.600;135.220;4550;134.850
135.230;135.250;134.720;134.850;6276;134.820
134.850;134.890;134.730;134.820;2780;134.340
134.820;134.950;134.240;134.340;4594;134.280
134.330;134.360;134.130;134.280;4705;134.110
134.280;134.380;134.020;134.110;7957;133.720
134.100;134.190;133.560;133.720;8712;133.670
133.710;133.850;133.550;133.670;7112;133.930
133.670;134.080;133.670;133.930;4625;133.840
133.930;134.070;133.730;133.840;3721;133.620
133.830;133.900;133.590;133.620;3855;133.830
133.620;134.000;133.570;133.830;8085;133.590
133.840;133.890;133.260;133.590;8679;133.700
133.580;133.730;133.370;133.700;7366;133.380
133.700;133.760;133.330;133.380;4585;133.210
133.380;133.460;133.130;133.210;4118;133.350
133.210;133.400;133.140;133.350;3441;133.090
133.360;133.360;132.820;133.090;9216;133.320
133.080;133.410;132.920;133.320;9323;133.450
133.320;133.640;133.260;133.450;8015;133.570
133.460;133.610;133.430;133.570;3487;133.590
133.560;133.820;133.530;133.590;4020;133.490
133.590;133.630;133.410;133.490;3081;133.940
133.490;134.170;133.490;133.940;8347;134.370
133.940;134.420;133.650;134.370;8361;134.660
134.370;134.900;134.170;134.660;9952;134.980
134.670;134.980;134.460;134.980;3667;136.340
136.270;136.760;136.090;136.340;7564;136.600
136.340;136.900;136.330;136.600;5531;135.920
136.610;136.630;135.880;135.920;9409;135.930
135.920;136.160;135.660;135.930;8702;135.800
135.930;136.120;135.700;135.800;7364;135.850
135.800;135.950;135.760;135.850;3558;135.840
135.850;135.980;135.700;135.840;4134;135.860
135.850;135.960;135.690;135.860;5159;135.700
135.860;136.180;135.550;135.700;9392;135.750
135.710;136.260;135.690;135.750;8064;135.890
135.750;135.890;135.460;135.890;8444;136.140
135.890;136.170;135.840;136.140;4289;136.470
136.150;136.580;136.040;136.470;5639;136.540
136.470;136.640;136.420;136.540;4376;136.440
136.550;136.570;136.170;136.440;8544;136.220
136.430;136.430;135.960;136.220;10200;136.570
136.220;136.770;135.990;136.570;10033;136.510
136.580;136.610;136.470;136.510;3358;136.490
136.510;136.660;136.450;136.490;3735;136.390
136.490;136.560;136.310;136.390;4719;135.370
136.390;136.490;135.220;135.370;10743;135.560
135.360;135.630;135.270;135.560;9536;135.590
135.560;135.830;135.360;135.590;7957;135.780
135.600;135.830;135.600;135.780;4335;135.470
135.780;135.800;135.320;135.470;5314;135.290
135.470;135.530;135.290;135.290;5408;135.460
135.290;135.620;135.140;135.460;7879;135.090
135.460;135.460;134.910;135.090;8582;134.900
135.100;135.400;134.730;134.900;12236;135.000
134.890;135.090;134.890;135.000;3516;134.650
134.760;134.960;134.580;134.650;4776;134.700
134.640;134.710;134.460;134.700;4193;134.340
134.710;134.730;134.260;134.340;8462;134.520
134.340;134.560;134.160;134.520;7793;134.670
134.520;134.760;134.450;134.670;8427;134.890
134.680;134.920;134.670;134.890;4266;134.730
134.890;135.000;134.690;134.730;4298;134.580
134.730;134.880;134.570;134.580;3673;135.000
134.580;135.210;134.490;135.000;9531;134.700
135.010;135.130;134.540;134.700;7273;134.350
134.690;134.740;134.280;134.350;8058;134.410
134.350;134.490;134.320;134.410;3510;134.240
134.400;134.410;134.050;134.240;3764;134.330
134.230;134.350;133.980;134.330;4371;134.350
134.330;134.460;134.210;134.350;8024;134.020
134.350;134.350;133.580;134.020;10730;133.990
134.020;134.070;133.720;133.990;7241;133.870
134.000;134.050;133.840;133.870;3517;133.820
133.870;133.960;133.740;133.820;3582;133.930
133.810;134.020;133.770;133.930;3263;133.540
133.940;134.200;133.430;133.540;9199;132.860
133.530;133.540;132.830;132.860;10263;133.210
132.860;133.300;132.660;133.210;10657;132.860
133.210;133.220;132.740;132.860;4800;132.210
132.850;132.880;132.020;132.210;6142;132.380
132.200;132.400;132.060;132.380;4548;133.140
132.380;133.450;132.190;133.140;11868;133.120
133.150;133.280;132.700;133.120;11116;133.800
133.110;133.820;132.960;133.800;9753;133.830
133.810;133.980;133.670;133.830;3044;133.820
133.460;133.960;133.460;133.820;4645;133.670
133.820;133.830;133.570;133.670;3323;133.050
133.660;133.880;132.910;133.050;9254;133.140
133.050;133.450;132.940;133.140;9825;133.320
133.140;133.450;132.980;133.320;8193;133.910
133.320;134.140;133.290;133.910;6936;133.740
133.920;134.120;133.690;133.740;5294;133.720
133.730;133.850;133.640;133.720;4084;133.200
133.720;133.800;133.140;133.200;9327;133.000
133.190;133.210;132.780;133.000;10462;132.440
133.000;133.400;132.120;132.440;14381;131.600
132.440;132.440;131.450;131.600;8270;131.970
131.600;131.980;131.600;131.970;5948;131.890
131.980;132.160;131.830;131.890;6004;131.830
131.880;132.150;131.420;131.830;13270;131.940
131.830;132.650;131.830;131.940;13465;131.570
131.940;132.140;131.140;131.570;13069;132.030
131.570;132.210;131.530;132.030;7509;131.990
132.040;132.150;131.840;131.990;4658;132.250
131.980;132.380;131.980;132.250;4179;132.590
132.250;132.610;131.930;132.590;10273;132.200
132.590;132.760;132.080;132.200;11532;132.460
132.200;132.650;132.110;132.460;9949;132.430
132.460;132.570;132.230;132.430;5263;132.300
132.420;132.650;132.270;132.300;5454;132.420
132.290;132.550;132.250;132.420;4179;133.220
132.430;133.330;132.420;133.220;10066;133.150
133.230;133.410;133.030;133.150;8927;132.880
133.140;133.160;132.560;132.880;11214;132.920
132.870;133.140;132.860;132.920;4339;132.240
133.290;133.310;132.140;132.240;5699;132.350
132.230;132.410;132.050;132.350;3924;132.350
132.360;132.520;132.120;132.350;6153;132.300
132.350;132.430;132.250;132.300;6371;131.930
132.290;132.300;131.540;131.930;8427;131.890
131.930;132.130;131.860;131.890;4147;132.070
131.880;132.120;131.860;132.070;3227;131.790
132.070;132.110;131.720;131.790;3825;131.300
131.790;131.880;131.170;131.300;10801;130.540
131.300;131.350;130.370;130.540;12183;130.210
130.530;130.640;130.110;130.210;12044;129.710
130.210;130.210;129.630;129.710;6960;129.550
129.710;129.900;129.370;129.550;5823;129.690
129.550;129.730;129.360;129.690;5416;129.700
129.690;129.950;129.340;129.700;11481;128.450
129.710;129.810;128.040;128.450;14578;128.580
128.440;129.030;128.420;128.580;13026;128.180
128.590;128.620;127.890;128.180;7644;128.320
128.180;128.460;128.030;128.320;5061;128.320
128.320;128.550;128.130;128.320;4494;127.720
128.310;128.310;127.370;127.720;14132;127.470
127.720;128.000;126.920;127.470;16664;126.720
127.460;127.680;126.540;126.720;17728;126.290
126.710;126.740;125.260;126.290;17832;126.450
126.290;126.760;125.860;126.450;10390;126.820
126.480;127.340;126.480;126.820;11114;127.380
126.840;127.720;126.350;127.380;17427;126.800
127.380;127.970;126.670;126.800;17796;127.310
126.790;127.700;126.100;127.310;20270;127.510
127.310;127.560;127.070;127.510;7620;128.840
129.240;129.310;128.080;128.840;13285;129.340
128.830;129.670;128.800;129.340;9720;130.330
129.350;130.930;129.350;130.330;16226;128.810
130.320;130.320;128.770;128.810;16142;127.980
128.810;128.820;127.630;127.980;15568;127.870
127.980;128.090;127.590;127.870;7251;127.820
127.860;128.010;127.230;127.820;8309;127.270
127.820;127.940;127.060;127.270;8530;126.940
127.260;127.580;126.690;126.940;13839;127.280
126.930;127.450;126.660;127.280;13367;127.390
127.280;127.490;126.840;127.390;14225;126.320
127.390;127.400;126.270;126.320;9360;126.410
126.320;126.630;126.150;126.410;7003;126.420
126.420;126.520;126.050;126.420;7543;126.950
126.430;127.370;126.240;126.950;14911;126.940
126.960;127.110;126.560;126.940;12440;126.200
126.930;127.080;126.170;126.200;13091;126.330
126.200;126.380;126.120;126.330;5769;126.500
126.330;126.510;126.220;126.500;4588;126.690
126.500;126.700;126.370;126.690;4914;125.890
126.700;126.820;125.620;125.890;11571;125.480
