Open;High;Low;Close;Volume;NextClose
142.202;142.739;142.097;142.539;10266;142.615
142.538;142.700;142.376;142.615;8197;141.688
142.615;142.932;141.460;141.688;20229;143.305
141.687;143.353;141.388;143.305;22263;143.823
143.298;144.010;143.230;143.823;17824;144.193
143.823;144.375;143.701;144.193;9965;143.869
144.193;144.221;143.844;143.869;7223;144.087
143.868;144.123;143.815;144.087;8210;144.048
144.088;144.369;143.841;144.048;19324;143.343
144.049;144.262;143.250;143.343;19064;143.722
143.342;143.763;143.241;143.722;14339;143.580
143.720;143.743;143.535;143.580;5239;143.994
143.997;144.008;143.574;143.994;8878;143.656
143.998;144.022;143.418;143.656;8627;144.057
143.657;144.059;143.288;144.057;18812;143.439
144.056;144.060;143.367;143.439;17158;143.791
143.442;143.812;143.247;143.791;15566;143.772
143.791;143.935;143.678;143.772;5939;144.246
143.768;144.334;143.571;144.246;8939;144.997
144.245;145.093;144.141;144.997;12033;144.744
144.996;145.219;144.617;144.744;19720;144.672
144.739;144.914;144.559;144.672;17643;145.179
144.671;145.181;144.590;145.179;14509;145.137
145.178;145.244;145.057;145.137;6124;145.049
145.134;145.350;144.946;145.049;8262;145.232
145.042;145.280;144.928;145.232;6911;144.852
145.231;145.291;144.693;144.852;17961;144.451
144.851;144.890;144.388;144.451;17846;143.633
144.453;144.519;143.390;143.633;16078;143.674
143.632;143.760;143.543;143.674;9750;143.506
143.674;143.765;143.467;143.506;11854;143.668
143.506;143.727;143.297;143.668;13906;143.009
143.671;143.999;142.993;143.009;19236;142.905
143.009;143.064;142.544;142.905;19664;143.184
142.904;143.270;142.782;143.184;16574;143.273
143.185;143.380;142.989;143.273;7261;143.049
143.273;143.357;142.916;143.049;8193;142.931
143.043;143.625;142.810;142.931;11989;142.890
142.929;143.029;142.561;142.890;19293;143.886
142.885;143.917;142.293;143.886;19200;143.787
143.873;144.128;143.391;143.787;17084;143.945
143.785;143.995;143.609;143.945;7176;143.852
143.607;143.934;143.458;143.852;11969;143.856
143.852;144.033;143.788;143.856;8513;144.430
143.856;144.460;143.797;144.430;18451;143.340
144.427;144.526;143.309;143.340;19155;142.458
143.339;143.356;141.843;142.458;20379;142.533
142.460;142.725;142.334;142.533;8133;142.720
142.535;142.817;142.388;142.720;9823;142.487
142.719;142.773;142.274;142.487;9691;141.793
142.488;142.576;141.583;141.793;19968;142.638
141.791;142.688;141.510;142.638;17968;141.832
142.639;142.822;141.760;141.832;18863;141.919
141.831;142.205;141.808;141.919;10043;141.755
141.903;141.932;141.608;141.755;9779;142.130
141.754;142.219;141.724;142.130;9996;143.210
142.128;143.436;141.425;143.210;22951;143.050
143.211;143.411;142.753;143.050;19362;143.278
143.051;143.407;142.582;143.278;19781;143.630
143.279;143.660;143.044;143.630;6483;143.116
143.631;143.671;143.081;143.116;11233;142.677
143.113;143.298;142.674;142.677;13311;142.185
142.676;143.303;142.065;142.185;20961;141.497
142.184;142.634;141.268;141.497;23224;141.407
141.503;141.880;141.108;141.407;22701;140.920
141.407;141.500;140.862;140.920;14886;141.146
140.921;141.167;140.553;141.146;13265;141.221
141.146;141.262;140.850;141.221;13513;141.288
141.224;141.769;140.728;141.288;23098;141.867
141.289;142.307;141.235;141.867;22779;142.624
141.869;142.843;141.454;142.624;24375;142.804
142.625;142.972;142.509;142.804;11648;143.482
143.705;143.761;142.883;143.482;16646;143.388
143.484;143.548;143.006;143.388;15405;142.569
143.387;144.006;142.412;142.569;24101;141.846
142.572;142.801;141.522;141.846;22267;141.994
141.844;142.489;141.303;141.994;24263;141.628
141.989;142.264;141.628;141.628;16738;141.837
141.630;141.967;141.521;141.837;16992;142.314
141.835;142.468;141.543;142.314;18831;142.604
142.315;142.863;141.831;142.604;26776;142.516
142.602;142.849;142.274;142.516;24634;142.210
142.518;142.592;142.034;142.210;22012;143.910
142.212;143.967;141.952;143.910;20049;143.414
143.910;143.932;143.355;143.414;13736;143.356
143.413;143.611;143.314;143.356;13861;143.814
143.356;144.006;143.111;143.814;21956;141.940
143.816;143.907;141.904;141.940;21935;142.075
141.941;142.122;141.622;142.075;21391;141.615
142.073;142.373;141.608;141.615;14714;142.138
141.614;142.203;141.224;142.138;16946;142.246
142.137;142.477;142.057;142.246;16987;141.772
142.246;142.741;141.759;141.772;22430;142.000
141.771;142.389;141.039;142.000;25328;142.100
142.001;142.912;141.803;142.100;23426;142.353
142.101;142.564;142.019;142.353;13055;141.883
142.357;142.380;141.770;141.883;10031;141.983
141.883;142.082;141.728;141.983;12387;142.345
141.982;142.607;141.495;142.345;22665;142.641
142.346;142.899;142.225;142.641;21609;142.463
142.633;142.652;142.111;142.463;18438;142.479
142.462;142.582;142.288;142.479;8425;143.134
142.639;143.168;142.637;143.134;10443;143.009
143.134;143.165;142.829;143.009;10761;142.986
143.008;143.288;142.840;142.986;19477;144.376
142.985;144.381;142.635;144.376;21032;144.394
144.374;144.748;144.326;144.394;18880;144.482
144.393;144.536;144.344;144.482;8131;144.368
144.483;144.484;144.218;144.368;10762;144.077
144.367;144.406;144.027;144.077;10821;143.820
144.081;144.087;143.652;143.820;22012;143.900
143.819;144.056;143.538;143.900;19894;144.087
143.897;144.709;143.764;144.087;22065;143.988
144.084;144.249;143.938;143.988;9593;143.682
143.990;144.023;143.526;143.682;10477;144.024
143.680;144.170;143.648;144.024;10518;144.287
144.026;144.536;143.250;144.287;22323;145.106
144.286;145.167;144.255;145.106;20633;144.439
145.104;145.122;144.213;144.439;19311;144.250
144.436;144.553;144.224;144.250;8887;144.014
144.244;144.347;143.948;144.014;10404;144.101
144.015;144.211;143.828;144.101;11757;144.030
144.101;144.508;143.761;144.030;21642;143.445
144.031;144.169;143.171;143.445;22109;142.995
143.444;143.444;142.711;142.995;18637;143.223
143.000;143.459;143.000;143.223;9389;143.142
143.221;143.289;142.925;143.142;11281;142.950
143.143;143.387;142.834;142.950;13174;143.157
142.949;143.442;142.585;143.157;23300;144.236
143.159;144.303;142.942;144.236;22564;143.885
144.238;144.507;143.795;143.885;18936;143.950
143.884;144.038;143.808;143.950;8417;143.822
143.735;143.919;143.601;143.822;10654;143.674
143.822;143.887;143.570;143.674;12153;144.041
143.673;144.187;143.470;144.041;19537;144.127
144.041;144.339;143.998;144.127;17456;143.739
144.125;144.189;143.659;143.739;17483;143.571
143.741;143.766;143.546;143.571;7962;143.727
143.570;143.745;143.527;143.727;8237;143.781
143.727;143.908;143.645;143.781;10829;144.878
143.780;144.987;143.693;144.878;20499;143.888
144.879;144.952;143.808;143.888;19674;144.157
143.887;144.318;143.779;144.157;17436;144.346
144.158;144.465;144.074;144.346;9287;144.075
144.347;144.414;144.005;144.075;10303;144.026
144.076;144.207;143.868;144.026;12517;144.671
144.026;144.706;143.798;144.671;19713;144.730
144.671;144.777;144.287;144.730;16842;144.244
144.731;144.806;143.891;144.244;18297;144.081
144.243;144.279;144.074;144.081;7230;143.989
144.080;144.160;143.891;143.989;8789;144.054
143.989;144.145;143.963;144.054;9217;144.133
144.054;144.738;144.035;144.133;19840;144.182
144.133;144.548;144.004;144.182;19310;143.667
144.183;144.198;143.283;143.667;16134;143.709
143.668;143.877;143.658;143.709;6539;144.024
143.710;144.157;143.701;144.024;9443;144.319
144.024;144.452;143.980;144.319;10900;144.358
144.318;144.521;144.213;144.358;18541;143.602
144.361;144.479;143.291;143.602;22227;144.820
143.600;145.008;143.569;144.820;17310;144.984
144.819;144.986;144.752;144.984;3859;144.828
144.916;145.021;144.657;144.828;9086;145.373
144.831;145.455;144.739;145.373;10024;144.992
145.371;145.482;144.924;144.992;16324;145.321
144.992;145.430;144.845;145.321;16436;145.072
145.319;145.331;144.899;145.072;15735;145.228
145.072;145.256;145.028;145.228;7586;145.220
145.228;145.256;145.072;145.220;9959;144.942
145.220;145.328;144.771;144.942;14312;144.100
144.940;145.067;143.841;144.100;23522;144.321
144.091;144.469;143.909;144.321;23046;144.511
144.321;144.528;144.129;144.511;17899;144.308
144.514;144.649;144.301;144.308;7334;144.359
144.308;144.432;144.163;144.359;9753;144.270
144.356;144.534;144.238;144.270;12608;144.353
144.267;144.688;144.182;144.353;21696;143.977
144.354;144.579;143.949;143.977;22172;143.821
143.982;144.324;143.584;143.821;18690;143.725
143.818;143.832;143.643;143.725;8297;143.737
143.725;143.767;143.534;143.737;9443;143.626
143.738;143.762;143.533;143.626;9163;142.801
143.625;143.656;142.631;142.801;22116;142.496
142.802;143.127;142.262;142.496;21638;142.720
142.495;142.975;142.442;142.720;14648;142.615
142.721;142.736;142.556;142.615;6678;142.612
142.614;142.870;142.576;142.612;7911;142.394
142.611;142.712;142.264;142.394;11625;142.538
142.395;142.623;142.087;142.538;20556;142.079
142.537;142.852;141.864;142.079;22308;141.869
142.079;142.350;141.839;141.869;14028;142.037
141.870;142.115;141.855;142.037;3704;141.684
141.571;141.726;141.361;141.684;10575;141.313
141.685;141.699;141.274;141.313;12424;141.306
141.312;141.615;141.126;141.306;20877;141.109
141.305;141.377;140.606;141.109;19429;140.879
141.109;141.208;140.784;140.879;12232;140.636
140.880;140.973;140.584;140.636;7102;140.786
140.637;140.820;140.626;140.786;11121;140.859
140.788;140.926;140.387;140.859;14305;141.793
140.859;142.544;140.792;141.793;23821;140.345
141.794;141.866;140.277;140.345;23070;139.877
140.352;140.437;139.733;139.877;18736;140.010
139.879;140.068;139.763;140.010;9585;140.275
140.007;140.494;140.001;140.275;10303;140.787
140.276;140.851;140.275;140.787;14861;140.512
140.788;141.476;140.251;140.512;23614;140.355
140.512;140.712;140.120;140.355;22600;140.924
140.357;141.026;140.327;140.924;16397;140.838
140.925;141.073;140.771;140.838;7201;140.609
140.839;140.854;140.542;140.609;10165;140.786
140.609;140.802;140.505;140.786;12250;140.549
140.786;140.888;140.407;140.549;20725;140.042
140.546;140.640;139.451;140.042;24433;138.887
140.041;140.136;138.750;138.887;20496;139.015
138.888;139.030;138.720;139.015;9329;139.336
139.015;139.360;138.824;139.336;12993;139.041
139.335;139.336;138.819;139.041;14418;138.076
139.042;139.170;137.882;138.076;23731;137.121
138.078;138.386;136.993;137.121;24447;136.574
137.122;137.227;136.272;136.574;22521;136.532
136.573;136.710;136.455;136.532;6031;135.932
135.783;136.217;135.695;135.932;14324;135.371
135.933;135.961;134.989;135.371;15521;136.254
135.371;136.421;135.309;136.254;24850;136.881
136.254;136.920;135.915;136.881;24012;135.809
136.882;136.900;135.623;135.809;22537;136.604
135.806;136.832;135.560;136.604;16529;136.697
136.603;136.784;136.206;136.697;12482;136.574
136.698;136.881;136.448;136.574;12412;136.167
136.572;136.943;135.582;136.167;25140;136.985
136.170;137.100;136.084;136.985;26387;137.195
136.986;137.385;136.571;137.195;22508;136.782
137.195;137.362;136.734;136.782;12199;136.647
136.782;137.051;136.639;136.647;11515;136.290
136.647;136.864;136.062;136.290;18538;136.882
136.290;136.883;135.909;136.882;25143;136.880
136.881;137.467;136.845;136.880;24314;137.469
136.879;137.707;136.367;137.469;21675;137.406
137.468;137.826;137.396;137.406;12523;137.203
137.401;137.569;137.031;137.203;12085;137.191
137.202;137.428;137.069;137.191;15184;138.031
137.192;138.054;137.068;138.031;21929;138.826
138.034;139.359;137.713;138.826;23984;138.843
138.826;138.965;138.256;138.843;21487;138.810
138.842;138.957;138.722;138.810;11300;138.445
138.809;138.835;138.362;138.445;11155;138.567
138.443;138.751;138.436;138.567;11762;138.102
138.567;138.655;137.770;138.102;21988;138.300
138.103;138.347;137.536;138.300;22053;137.843
138.300;138.440;137.641;137.843;20518;137.941
137.844;137.995;137.770;137.941;8358;136.559
136.761;137.063;136.528;136.559;14038;136.563
136.558;136.726;136.471;136.563;10996;136.599
136.562;137.060;136.340;136.599;22313;136.017
136.599;136.741;135.998;136.017;21406;136.483
136.019;136.536;135.868;136.483;19969;136.742
136.483;137.196;136.443;136.742;12718;136.381
136.745;136.816;135.991;136.381;15686;136.137
136.380;136.380;135.927;136.137;16640;137.093
136.135;137.161;135.979;137.093;23526;136.829
137.094;137.432;136.595;136.829;22804;136.750
136.828;137.196;136.472;136.750;20482;137.007
136.754;137.091;136.601;137.007;12884;137.123
137.004;137.224;136.795;137.123;11854;136.992
137.122;137.212;136.915;136.992;11937;136.791
136.991;137.104;136.420;136.791;22916;136.764
136.790;136.889;136.291;136.764;22408;137.735
136.763;137.877;136.611;137.735;22379;135.871
137.735;137.953;135.578;135.871;20971;135.736
135.865;136.001;135.488;135.736;14690;135.620
135.736;135.803;135.275;135.620;15500;134.743
135.619;135.720;134.478;134.743;25261;134.145
134.742;134.783;133.856;134.145;26137;134.515
134.146;135.012;134.139;134.515;25312;134.549
134.514;135.269;134.360;134.549;17441;135.237
134.549;135.663;134.549;135.237;14401;134.919
135.236;135.448;134.732;134.919;17058;134.989
134.919;135.591;134.800;134.989;24360;135.114
134.993;135.223;134.188;135.114;27405;135.039
135.114;135.447;134.586;135.039;24381;134.974
135.037;135.225;134.582;134.974;11457;134.367
135.078;135.492;134.096;134.367;17427;133.934
134.369;134.377;133.904;133.934;15895;134.469
133.934;134.777;133.624;134.469;26586;134.454
134.470;135.414;134.384;134.454;25113;134.559
134.455;135.291;134.150;134.559;24509;135.268
134.560;135.461;134.259;135.268;15021;135.350
135.268;135.384;134.793;135.350;12383;135.440
135.349;135.656;135.128;135.440;13697;135.188
135.439;135.687;134.810;135.188;23544;136.416
135.186;136.457;134.921;136.416;24978;136.357
136.430;136.551;135.865;136.357;22865;135.849
136.358;136.668;135.787;135.849;14621;135.804
135.849;135.943;135.639;135.804;12644;135.537
135.803;135.862;135.413;135.537;14063;136.553
135.544;136.571;135.544;136.553;24099;136.359
136.552;136.892;136.031;136.359;22173;135.617
136.360;136.365;135.574;135.617;22787;135.245
135.616;135.836;135.228;135.245;13831;135.555
135.247;135.585;135.194;135.555;11726;136.192
135.555;136.374;135.465;136.192;16191;136.536
136.191;136.773;135.996;136.536;23893;136.314
136.535;136.774;136.049;136.314;24804;135.731
136.317;136.625;135.623;135.731;22703;135.824
135.729;135.980;135.520;135.824;14862;135.670
135.831;136.001;135.591;135.670;11322;135.594
135.669;135.721;135.222;135.594;14234;135.202
135.595;135.604;134.879;135.202;21419;134.312
135.201;135.358;134.236;134.312;22950;134.532
134.313;134.623;134.141;134.532;23053;133.846
134.532;134.602;133.837;133.846;11682;133.401
133.447;133.690;133.388;133.401;12391;133.180
133.400;133.494;133.135;133.180;14012;133.437
133.180;133.717;133.158;133.437;22772;133.151
133.438;133.808;133.056;133.151;21932;132.445
133.151;133.543;132.340;132.445;24674;131.899
132.444;132.603;131.635;131.899;16646;132.148
131.901;132.157;131.747;132.148;14826;132.140
132.147;132.168;131.825;132.140;15404;132.070
132.141;132.260;131.458;132.070;23338;131.923
132.071;132.126;131.712;131.923;23243;132.411
131.923;133.149;131.691;132.411;25648;133.365
132.412;133.681;132.323;133.365;20025;132.851
133.363;133.366;132.599;132.851;15570;133.097
132.850;133.231;132.827;133.097;14257;133.012
133.096;133.356;132.816;133.012;22930;133.045
133.013;133.734;132.973;133.045;23764;133.563
133.031;133.617;132.772;133.563;24003;133.472
133.561;133.826;133.352;133.472;13111;133.399
133.466;133.634;133.334;133.399;11081;133.332
133.400;133.410;133.202;133.332;12383;133.667
133.333;133.978;133.110;133.667;22205;133.364
133.666;133.670;132.417;133.364;26412;134.271
133.361;134.327;133.210;134.271;23696;134.274
134.272;134.500;134.217;134.274;11873;134.207
134.275;134.355;134.026;134.207;17100;134.272
134.209;134.399;134.181;134.272;19437;134.238
134.272;134.639;134.136;134.238;25153;134.810
134.237;135.162;134.170;134.810;21903;134.096
134.812;135.241;133.802;134.096;24404;133.755
134.092;134.221;133.607;133.755;11622;134.546
133.863;134.670;133.774;134.546;11011;134.712
134.545;134.859;134.392;134.712;11672;135.584
134.720;135.819;134.562;135.584;21329;136.341
135.585;136.408;135.579;136.341;21285;136.571
136.341;136.975;136.303;136.571;19294;136.349
136.572;136.580;136.303;136.349;9624;136.456
136.353;136.510;136.178;136.456;10473;136.393
136.452;136.530;136.170;136.393;10360;136.047
136.394;136.717;135.785;136.047;23083;135.967
136.046;136.246;135.654;135.967;20851;136.758
135.968;136.828;135.699;136.758;22721;136.489
136.758;136.786;136.334;136.489;12651;135.984
136.493;136.566;135.824;135.984;11096;136.328
135.985;136.409;135.974;136.328;10711;137.961
136.327;138.063;136.225;137.961;23713;137.818
137.963;138.147;137.525;137.818;22975;138.245
137.817;138.325;137.748;138.245;21059;137.759
138.245;138.270;137.758;137.759;13325;137.785
137.759;137.928;137.671;137.785;11053;137.846
137.786;138.150;137.671;137.846;11927;137.264
137.844;138.251;137.116;137.264;23569;137.021
137.262;137.462;136.901;137.021;22577;137.682
137.020;137.795;136.852;137.682;23105;137.716
137.681;137.989;137.607;137.716;11121;137.589
137.716;137.754;137.231;137.589;12417;137.858
137.588;137.907;137.472;137.858;11122;137.976
137.860;138.265;137.442;137.976;22860;138.714
137.977;138.931;137.776;138.714;21945;138.733
138.712;138.936;138.381;138.733;20975;138.780
138.735;138.838;138.610;138.780;8102;138.580
138.782;138.865;138.437;138.580;10265;138.507
138.580;138.599;138.285;138.507;9888;138.404
138.508;139.137;138.365;138.404;21074;137.591
138.402;138.525;137.556;137.591;23223;137.660
137.592;137.815;137.386;137.660;21365;137.346
137.658;137.667;137.241;137.346;11485;137.759
137.349;137.869;137.347;137.759;9801;137.745
137.758;137.873;137.475;137.745;11297;136.832
137.748;137.799;136.567;136.832;23503;136.604
136.839;137.260;136.551;136.604;23397;137.324
136.602;137.472;136.526;137.324;21750;137.331
137.320;138.163;137.274;137.331;16800;137.652
137.336;137.816;137.247;137.652;10627;138.154
137.651;138.314;137.603;138.154;13066;138.503
138.153;138.561;137.825;138.503;23013;138.018
138.504;138.681;137.853;138.018;22622;137.801
138.018;138.114;137.634;137.801;21563;137.579
137.800;137.810;137.313;137.579;13750;137.471
137.578;137.824;137.333;137.471;9791;137.015
137.472;137.482;136.872;137.015;13458;138.006
137.015;138.354;136.734;138.006;23725;137.525
138.005;138.412;137.245;137.525;24732;137.304
137.514;137.699;136.565;137.304;25470;137.759
137.305;137.900;137.154;137.759;12496;137.760
137.759;138.059;137.641;137.760;11898;137.916
137.761;138.077;137.688;137.916;12257;137.758
137.916;137.975;137.043;137.758;21762;138.864
137.759;138.985;137.509;138.864;24428;138.323
138.865;138.996;138.313;138.323;21656;138.917
138.324;139.004;138.222;138.917;9191;138.607
138.686;138.711;138.294;138.607;13129;139.292
138.608;139.298;138.552;139.292;13149;138.618
139.294;139.528;138.429;138.618;23839;138.407
138.617;138.690;138.222;138.407;20824;139.449
138.408;139.499;138.373;139.449;20686;139.314
139.450;139.557;139.123;139.314;10390;139.177
139.316;139.316;138.988;139.177;11229;138.975
139.176;139.228;138.861;138.975;12906;139.251
138.975;139.469;138.771;139.251;22676;138.877
139.252;139.588;138.492;138.877;22569;139.305
138.877;139.378;138.708;139.305;23029;139.079
139.306;139.355;138.945;139.079;12122;139.274
139.081;139.295;138.926;139.274;11523;139.151
139.275;139.352;139.078;139.151;9470;139.369
139.153;139.477;138.957;139.369;21863;139.080
139.369;139.740;138.954;139.080;23370;138.884
139.073;139.107;137.997;138.884;23924;138.941
138.889;139.196;138.796;138.941;15650;139.752
138.943;139.875;138.641;139.752;14286;139.920
139.751;139.990;139.433;139.920;15991;140.190
139.919;140.375;139.807;140.190;23842;141.270
140.190;141.454;140.044;141.270;23262;142.317
141.272;142.336;141.091;142.317;23352;141.844
142.316;142.460;141.744;141.844;13189;141.739
141.843;142.001;141.648;141.739;10876;141.845
141.736;141.864;141.597;141.845;11227;141.750
141.845;141.973;141.555;141.750;22133;141.541
141.746;141.813;141.331;141.541;23496;141.675
141.540;141.880;141.380;141.675;20915;141.453
141.674;141.744;141.442;141.453;7673;140.919
141.501;141.695;140.781;140.919;10958;139.976
140.915;141.174;139.863;139.976;16933;139.972
139.975;140.532;139.753;139.972;22671;139.917
139.975;140.255;139.695;139.917;19909;139.456
139.917;140.110;139.058;139.456;22090;138.594
139.461;139.485;138.287;138.594;14482;138.457
138.592;138.702;138.134;138.457;12132;138.131
138.457;138.584;137.914;138.131;12005;137.013
138.130;138.188;136.756;137.013;21838;136.561
137.014;137.239;136.085;136.561;25669;137.364
136.562;137.632;136.411;137.364;26526;136.960
137.367;137.550;136.763;136.960;16563;137.066
136.963;137.193;136.362;137.066;14317;137.196
137.068;137.289;136.940;137.196;11143;137.554
137.198;138.016;137.122;137.554;23404;138.052
137.556;138.265;137.509;138.052;23095;137.480
138.049;138.261;137.131;137.480;24565;137.473
137.480;137.938;137.212;137.473;14679;136.725
137.473;137.535;136.667;136.725;12347;137.076
136.724;137.177;136.650;137.076;11698;137.747
137.077;137.898;136.563;137.747;22236;136.854
137.746;138.327;136.764;136.854;27114;138.284
136.844;138.541;136.601;138.284;25541;138.128
138.285;138.505;138.055;138.128;12229;138.155
138.128;138.374;137.942;138.155;11002;138.136
138.154;138.206;137.877;138.136;9072;138.457
138.139;138.541;137.873;138.457;20536;137.293
138.457;138.655;137.235;137.293;24908;137.929
137.287;138.026;137.111;137.929;23862;137.898
137.932;137.985;137.587;137.898;10251;137.678
138.160;138.166;137.541;137.678;12199;137.724
137.679;137.824;137.521;137.724;11286;137.193
137.723;137.743;136.814;137.193;21491;138.061
137.192;138.123;137.136;138.061;22036;137.618
138.058;138.100;137.265;137.618;20397;137.643
137.619;137.840;137.520;137.643;11055;137.573
137.647;137.667;137.381;137.573;10011;137.516
137.574;137.736;137.358;137.516;10913;137.814
137.518;137.923;137.242;137.814;21041;138.329
137.812;138.329;137.566;138.329;20398;138.346
138.334;138.464;137.660;138.346;21579;138.287
138.346;138.452;138.114;138.287;10612;138.355
138.283;138.580;138.149;138.355;9347;138.174
138.356;138.388;138.151;138.174;10888;136.806
138.174;138.247;136.578;136.806;24554;135.635
136.807;136.812;135.532;135.635;26397;135.617
135.629;136.078;135.513;135.617;23179;135.227
135.616;135.623;135.218;135.227;14704;135.387
135.238;135.488;135.137;135.387;10972;135.049
135.387;135.581;135.043;135.049;12302;135.828
135.050;136.287;134.837;135.828;24917;135.784
135.827;136.518;135.645;135.784;24144;136.176
135.785;136.341;135.502;136.176;23015;136.082
136.180;136.222;135.766;136.082;11839;136.200
136.086;136.261;135.778;136.200;10654;136.201
136.199;136.329;136.091;136.201;11168;136.218
136.199;136.667;136.021;136.218;21921;136.845
136.220;137.034;136.151;136.845;19658;137.523
136.845;137.944;136.795;137.523;20205;137.672
137.527;137.716;137.526;137.672;1787;137.653
137.759;137.919;137.544;137.653;11480;137.545
137.652;137.772;137.409;137.545;10658;136.974
137.546;137.737;136.796;136.974;22501;136.287
136.972;136.990;136.223;136.287;22292;136.212
136.284;136.471;135.914;136.212;21375;136.210
136.213;136.433;136.103;136.210;10608;136.206
136.210;136.402;136.105;136.206;10802;135.879
136.208;136.255;135.779;135.879;13211;135.351
135.882;136.189;135.281;135.351;23312;135.610
135.351;135.727;135.118;135.610;22765;135.493
135.609;135.620;134.961;135.493;21276;135.252
135.492;135.520;135.229;135.252;9783;134.550
135.249;135.320;134.368;134.550;14015;134.336
134.548;134.642;134.286;134.336;14222;134.848
134.335;135.560;134.316;134.848;23837;135.080
134.849;135.194;134.548;135.080;21881;135.377
135.077;135.520;134.888;135.377;20584;134.547
135.378;135.390;134.470;134.547;13524;134.720
134.552;134.730;134.213;134.720;13092;135.070
134.719;135.174;134.605;135.070;13603;134.731
135.070;135.132;134.366;134.731;24250;135.079
134.731;135.338;134.365;135.079;24238;134.649
135.082;135.392;134.489;134.649;24639;134.688
134.650;134.769;134.524;134.688;12405;134.918
134.683;135.032;134.470;134.918;11880;134.819
134.919;134.977;134.670;134.819;13276;135.243
134.819;135.484;134.814;135.243;22818;135.398
135.242;136.136;135.101;135.398;23023;135.285
135.398;135.398;134.951;135.285;20755;135.222
135.287;135.360;135.077;135.222;9311;135.223
135.214;135.354;135.049;135.223;11623;135.190
135.221;135.375;135.055;135.190;11212;134.575
135.191;135.240;134.390;134.575;22449;134.469
134.574;134.816;134.300;134.469;21606;134.978
134.471;135.398;134.408;134.978;21778;134.855
134.980;135.152;134.824;134.855;11839;134.996
134.854;135.077;134.790;134.996;10325;134.922
134.997;135.009;134.687;134.922;12224;135.407
134.922;135.557;134.920;135.407;20901;135.184
135.403;135.678;134.831;135.184;21190;135.214
135.190;135.410;134.832;135.214;22007;135.157
135.216;135.236;135.028;135.157;9407;134.655
135.160;135.304;134.519;134.655;11084;134.692
134.653;134.764;134.460;134.692;10956;133.879
134.694;134.798;133.736;133.879;22412;133.760
133.880;134.131;133.722;133.760;21444;133.319
133.759;133.775;133.269;133.319;21222;133.464
133.318;133.604;133.201;133.464;11121;133.752
133.459;133.783;133.401;133.752;9384;133.681
133.752;133.832;133.541;133.681;10089;133.575
133.677;134.109;133.548;133.575;21491;133.330
133.576;134.081;133.186;133.330;19947;133.402
133.329;133.526;133.160;133.402;12741;133.400
133.401;133.507;133.317;133.400;6056;133.228
133.401;133.441;133.139;133.228;11732;133.156
133.221;133.233;132.981;133.156;9481;132.383
133.158;133.216;132.376;132.383;20762;132.688
132.385;132.740;132.119;132.688;20808;132.256
132.689;132.965;132.214;132.256;18242;132.375
132.251;132.424;132.227;132.375;4326;133.253
133.095;133.277;132.794;133.253;12853;132.844
133.250;133.340;132.760;132.844;13457;133.801
132.843;133.981;132.725;133.801;21170;133.697
133.800;133.959;133.467;133.697;18302;133.236
133.696;133.759;133.060;133.236;18720;133.121
133.234;133.324;132.930;133.121;10345;133.158
133.121;133.232;132.850;133.158;9526;133.538
133.159;133.725;133.076;133.538;12108;134.191
133.538;134.412;133.144;134.191;21067;133.342
134.192;134.257;132.937;133.342;21351;133.224
133.342;133.689;133.137;133.224;20034;133.321
133.226;133.367;133.059;133.321;10734;133.382
133.318;133.577;133.104;133.382;11157;132.952
133.383;133.412;132.935;132.952;12651;132.785
132.951;133.034;132.587;132.785;17886;134.767
132.783;135.302;132.746;134.767;23327;134.291
134.769;134.826;134.270;134.291;18222;134.392
134.292;134.480;134.204;134.392;9357;134.415
134.392;134.679;134.300;134.415;11130;134.501
134.415;134.720;134.394;134.501;12015;134.939
134.500;135.038;134.177;134.939;20903;134.835
134.936;135.200;134.607;134.835;19283;134.665
134.836;135.124;134.426;134.665;18443;134.599
134.665;134.751;134.532;134.599;7904;134.677
134.601;134.868;134.586;134.677;6632;134.631
134.678;134.709;134.483;134.631;7510;134.866
134.632;134.915;134.566;134.866;15755;134.782
134.866;135.449;134.613;134.782;18111;133.959
134.778;134.821;133.625;133.959;18424;133.898
133.959;134.101;133.894;133.898;6558;134.138
134.094;134.239;134.035;134.138;6532;134.105
134.137;134.233;133.987;134.105;6895;134.476
134.103;134.596;134.049;134.476;18377;134.693
134.476;134.848;134.219;134.693;18587;134.005
134.684;134.851;133.880;134.005;18196;133.943
134.006;134.070;133.748;133.943;13417;133.740
133.939;134.005;133.611;133.740;9463;133.823
133.741;133.844;133.631;133.823;10181;134.157
133.826;134.160;133.333;134.157;20450;133.806
134.158;134.271;133.604;133.806;18727;133.830
133.807;134.068;133.746;133.830;18477;134.021
133.828;134.192;133.811;134.021;9519;134.164
134.018;134.253;134.002;134.164;9338;134.429
134.163;134.455;134.130;134.429;7311;133.881
134.430;134.530;133.778;133.881;18061;133.800
133.880;133.964;133.508;133.800;20336;134.108
133.798;134.262;133.660;134.108;17854;134.158
134.108;134.270;133.897;134.158;9763;133.990
134.155;134.155;133.918;133.990;8450;134.083
133.991;134.109;133.930;134.083;8220;133.866
134.085;134.290;133.866;133.866;17702;133.298
133.865;134.569;133.118;133.298;21329;133.287
133.297;133.406;132.882;133.287;18098;133.433
133.288;133.734;133.237;133.433;10947;133.482
133.430;133.710;133.382;133.482;9591;133.046
